districname,link,districname_pinyin,cityname,cityname_pinyin
利州区,//guangyuan.zufang.leju.com/house/a17162/,none,,
昭化区,//guangyuan.zufang.leju.com/house/a17170/,none,,
朝天区,//guangyuan.zufang.leju.com/house/a17172/,none,,
苍溪县,//guangyuan.zufang.leju.com/house/a17175/,none,,
青川县,//guangyuan.zufang.leju.com/house/a17177/,none,,
旺苍县,//guangyuan.zufang.leju.com/house/a17180/,none,,
剑阁县,//guangyuan.zufang.leju.com/house/a17182/,none,,
不限,//leshan.zufang.leju.com/house/,none,,
市中,//leshan.zufang.leju.com/house/a16025/,none,,
沙湾,//leshan.zufang.leju.com/house/a16027/,none,,
五通桥,//leshan.zufang.leju.com/house/a16029/,none,,
金口河,//leshan.zufang.leju.com/house/a16031/,none,,
峨眉山市,//leshan.zufang.leju.com/house/a16033/,none,,
犍为县,//leshan.zufang.leju.com/house/a16035/,none,,
井研县,//leshan.zufang.leju.com/house/a16037/,none,,
不限,//nanchong.zufang.leju.com/house/,none,,
顺庆区,//nanchong.zufang.leju.com/house/a15409/,none,,
高坪区,//nanchong.zufang.leju.com/house/a15423/,none,,
嘉陵区,//nanchong.zufang.leju.com/house/a15425/,none,,
南部县,//nanchong.zufang.leju.com/house/a15427/,none,,
营山县,//nanchong.zufang.leju.com/house/a15429/,none,,
蓬安县,//nanchong.zufang.leju.com/house/a15431/,none,,
仪陇县,//nanchong.zufang.leju.com/house/a15433/,none,,
西充县,//nanchong.zufang.leju.com/house/a15435/,none,,
阆中市,//nanchong.zufang.leju.com/house/a15437/,none,,
不限,//luzhou.zufang.leju.com/house/,none,,
江阳,//luzhou.zufang.leju.com/house/a15627/,none,,
纳溪,//luzhou.zufang.leju.com/house/a15629/,none,,
龙马潭,//luzhou.zufang.leju.com/house/a15631/,none,,
泸县,//luzhou.zufang.leju.com/house/a15633/,none,,
合江,//luzhou.zufang.leju.com/house/a15635/,none,,
叙永,//luzhou.zufang.leju.com/house/a15637/,none,,
古蔺,//luzhou.zufang.leju.com/house/a15639/,none,,
不限,//liangshan.zufang.leju.com/house/,none,,
西昌市,//liangshan.zufang.leju.com/house/a15913/,none,,
木里藏族自治县,//liangshan.zufang.leju.com/house/a15924/,none,,
盐源县,//liangshan.zufang.leju.com/house/a15926/,none,,
德昌县,//liangshan.zufang.leju.com/house/a15928/,none,,
会理县,//liangshan.zufang.leju.com/house/a15930/,none,,
会东县,//liangshan.zufang.leju.com/house/a15932/,none,,
宁南县,//liangshan.zufang.leju.com/house/a15934/,none,,
普格县,//liangshan.zufang.leju.com/house/a15936/,none,,
布拖县,//liangshan.zufang.leju.com/house/a15938/,none,,
金阳县,//liangshan.zufang.leju.com/house/a15940/,none,,
昭觉县,//liangshan.zufang.leju.com/house/a15942/,none,,
喜德县,//liangshan.zufang.leju.com/house/a15944/,none,,
冕宁县,//liangshan.zufang.leju.com/house/a15946/,none,,
越西县,//liangshan.zufang.leju.com/house/a15948/,none,,
雷波县,//liangshan.zufang.leju.com/house/a15950/,none,,
甘洛县,//liangshan.zufang.leju.com/house/a15952/,none,,
美姑县,//liangshan.zufang.leju.com/house/a15954/,none,,
不限,//neijiang.zufang.leju.com/house/,none,,
市中区,//neijiang.zufang.leju.com/house/a15326/,none,,
东兴区,//neijiang.zufang.leju.com/house/a15331/,none,,
资中县,//neijiang.zufang.leju.com/house/a15339/,none,,
隆昌县,//neijiang.zufang.leju.com/house/a15342/,none,,
威远县,//neijiang.zufang.leju.com/house/a15345/,none,,
不限,//meishan.zufang.leju.com/house/,none,,
东坡,//meishan.zufang.leju.com/house/a15522/,none,,
洪雅,//meishan.zufang.leju.com/house/a15524/,none,,
仁寿,//meishan.zufang.leju.com/house/a15526/,none,,
丹棱,//meishan.zufang.leju.com/house/a15528/,none,,
彭山,//meishan.zufang.leju.com/house/a15530/,none,,
青神,//meishan.zufang.leju.com/house/a15532/,none,,
眉山周边,//meishan.zufang.leju.com/house/a15534/,none,,
其他,//meishan.zufang.leju.com/house/a15536/,none,,
不限,//suining.zufang.leju.com/house/,none,,
船山区,//suining.zufang.leju.com/house/a14560/,none,,
安居区,//suining.zufang.leju.com/house/a14562/,none,,
蓬溪县,//suining.zufang.leju.com/house/a14564/,none,,
射洪县,//suining.zufang.leju.com/house/a14566/,none,,
大英县,//suining.zufang.leju.com/house/a14568/,none,,
不限,//pzh.zufang.leju.com/house/,none,,
东区,//pzh.zufang.leju.com/house/a15287/,none,,
西区,//pzh.zufang.leju.com/house/a15289/,none,,
仁和区,//pzh.zufang.leju.com/house/a15291/,none,,
米易县,//pzh.zufang.leju.com/house/a15293/,none,,
盐边县,//pzh.zufang.leju.com/house/a15295/,none,,
不限,//mianyang.zufang.leju.com/house/,none,,
涪城区,//mianyang.zufang.leju.com/house/a15461/,none,,
游仙区,//mianyang.zufang.leju.com/house/a15470/,none,,
三台县,//mianyang.zufang.leju.com/house/a15476/,none,,
盐亭县,//mianyang.zufang.leju.com/house/a15478/,none,,
安县,//mianyang.zufang.leju.com/house/a15480/,none,,
梓潼县,//mianyang.zufang.leju.com/house/a15482/,none,,
北川县,//mianyang.zufang.leju.com/house/a15484/,none,,
平武县,//mianyang.zufang.leju.com/house/a15486/,none,,
江油市,//mianyang.zufang.leju.com/house/a15488/,none,,
高新区,//mianyang.zufang.leju.com/house/a15490/,none,,
科创园区,//mianyang.zufang.leju.com/house/a15495/,none,,
经开区,//mianyang.zufang.leju.com/house/a15499/,none,,
农科区,//mianyang.zufang.leju.com/house/a15502/,none,,
仙海区,//mianyang.zufang.leju.com/house/a15504/,none,,
不限,//yaan.zufang.leju.com/house/,none,,
雨城区,//yaan.zufang.leju.com/house/a13791/,none,,
名山县,//yaan.zufang.leju.com/house/a13793/,none,,
荥经县,//yaan.zufang.leju.com/house/a13795/,none,,
汉源县,//yaan.zufang.leju.com/house/a13797/,none,,
石棉县,//yaan.zufang.leju.com/house/a13799/,none,,
天全县,//yaan.zufang.leju.com/house/a13801/,none,,
芦山县,//yaan.zufang.leju.com/house/a13803/,none,,
宝兴县,//yaan.zufang.leju.com/house/a13805/,none,,
不限,//ziyang.zufang.leju.com/house/,none,,
雁江区,//ziyang.zufang.leju.com/house/a13049/,none,,
安岳县,//ziyang.zufang.leju.com/house/a13051/,none,,
乐至县,//ziyang.zufang.leju.com/house/a13053/,none,,
不限,//yibin.zufang.leju.com/house/,none,,
翠屏,//yibin.zufang.leju.com/house/a13626/,none,,
长宁,//yibin.zufang.leju.com/house/a13628/,none,,
高县,//yibin.zufang.leju.com/house/a13630/,none,,
珙县,//yibin.zufang.leju.com/house/a13632/,none,,
江安,//yibin.zufang.leju.com/house/a13634/,none,,
筠连,//yibin.zufang.leju.com/house/a13636/,none,,
南溪,//yibin.zufang.leju.com/house/a13638/,none,,
屏山,//yibin.zufang.leju.com/house/a13640/,none,,
全宜宾,//yibin.zufang.leju.com/house/a13642/,none,,
兴文,//yibin.zufang.leju.com/house/a13644/,none,,
宜宾,//yibin.zufang.leju.com/house/a13646/,none,,
不限,//cd.zufang.leju.com/house/,none,,
天府新区,//cd.zufang.leju.com/house/a12421/,none,,
眉山,//cd.zufang.leju.com/house/a25322/,none,,
川音,//cd.zufang.leju.com/house/a25323/,none,,
高新区,//cd.zufang.leju.com/house/a5247/,none,,
武侯,//cd.zufang.leju.com/house/a5254/,none,,
锦江,//cd.zufang.leju.com/house/a5257/,none,,
青羊,//cd.zufang.leju.com/house/a5256/,none,,
成华,//cd.zufang.leju.com/house/a5258/,none,,
金牛,//cd.zufang.leju.com/house/a5259/,none,,
高新西区,//cd.zufang.leju.com/house/a5273/,none,,
温江,//cd.zufang.leju.com/house/a466/,none,,
龙泉,//cd.zufang.leju.com/house/a461/,none,,
双流,//cd.zufang.leju.com/house/a450/,none,,
郫县,//cd.zufang.leju.com/house/a469/,none,,
新都,//cd.zufang.leju.com/house/a493/,none,,
成都周边,//cd.zufang.leju.com/house/a5245/,none,,
不限,//zigong.zufang.leju.com/house/,none,,
自流井区,//zigong.zufang.leju.com/house/a13037/,none,,
贡井区,//zigong.zufang.leju.com/house/a13039/,none,,
大安区,//zigong.zufang.leju.com/house/a13041/,none,,
沿滩区,//zigong.zufang.leju.com/house/a13043/,none,,
荣县,//zigong.zufang.leju.com/house/a13045/,none,,
富顺县,//zigong.zufang.leju.com/house/a13047/,none,,
不限,//baoji.zufang.leju.com/house/,none,,
渭滨区,//baoji.zufang.leju.com/house/a17906/,none,,
金台区,//baoji.zufang.leju.com/house/a17910/,none,,
陈仓区,//baoji.zufang.leju.com/house/a17914/,none,,
凤翔县,//baoji.zufang.leju.com/house/a17916/,none,,
岐山县,//baoji.zufang.leju.com/house/a17918/,none,,
扶风县,//baoji.zufang.leju.com/house/a17920/,none,,
千阳县,//baoji.zufang.leju.com/house/a17922/,none,,
陇县,//baoji.zufang.leju.com/house/a17924/,none,,
凤县,//baoji.zufang.leju.com/house/a17926/,none,,
麟游县,//baoji.zufang.leju.com/house/a17928/,none,,
太白县,//baoji.zufang.leju.com/house/a17930/,none,,
眉县,//baoji.zufang.leju.com/house/a17932/,none,,
高新区,//baoji.zufang.leju.com/house/a17934/,none,,
其他,//baoji.zufang.leju.com/house/a17936/,none,,
不限,//yl.zufang.leju.com/house/,none,,
榆阳区,//yl.zufang.leju.com/house/a18370/,none,,
佳县,//yl.zufang.leju.com/house/a18379/,none,,
神木县,//yl.zufang.leju.com/house/a18381/,none,,
府谷县,//yl.zufang.leju.com/house/a18383/,none,,
横山县,//yl.zufang.leju.com/house/a18385/,none,,
靖边县,//yl.zufang.leju.com/house/a18387/,none,,
定边县,//yl.zufang.leju.com/house/a18389/,none,,
绥德县,//yl.zufang.leju.com/house/a18391/,none,,
米脂县,//yl.zufang.leju.com/house/a18393/,none,,
吴堡县,//yl.zufang.leju.com/house/a18395/,none,,
清涧县,//yl.zufang.leju.com/house/a18397/,none,,
子洲县,//yl.zufang.leju.com/house/a18399/,none,,
不限,//shangluo.zufang.leju.com/house/,none,,
商州区,//shangluo.zufang.leju.com/house/a18602/,none,,
洛南县,//shangluo.zufang.leju.com/house/a18604/,none,,
丹凤县,//shangluo.zufang.leju.com/house/a18606/,none,,
商南县,//shangluo.zufang.leju.com/house/a18608/,none,,
山阳县,//shangluo.zufang.leju.com/house/a18610/,none,,
镇安县,//shangluo.zufang.leju.com/house/a18612/,none,,
柞水县,//shangluo.zufang.leju.com/house/a18614/,none,,
不限,//hanzhong.zufang.leju.com/house/,none,,
汉台,//hanzhong.zufang.leju.com/house/a17088/,none,,
南郑,//hanzhong.zufang.leju.com/house/a17090/,none,,
城固,//hanzhong.zufang.leju.com/house/a17092/,none,,
洋县,//hanzhong.zufang.leju.com/house/a17094/,none,,
西乡,//hanzhong.zufang.leju.com/house/a17096/,none,,
勉县,//hanzhong.zufang.leju.com/house/a17098/,none,,
宁强,//hanzhong.zufang.leju.com/house/a17100/,none,,
略阳,//hanzhong.zufang.leju.com/house/a17102/,none,,
镇巴,//hanzhong.zufang.leju.com/house/a17104/,none,,
留坝,//hanzhong.zufang.leju.com/house/a17106/,none,,
佛坪,//hanzhong.zufang.leju.com/house/a17108/,none,,
经济开发区,//hanzhong.zufang.leju.com/house/a17110/,none,,
其他,//hanzhong.zufang.leju.com/house/a17112/,none,,
经济开发南区,//hanzhong.zufang.leju.com/house/a17114/,none,,
不限,//tongchuan.zufang.leju.com/house/,none,,
印台区,//tongchuan.zufang.leju.com/house/a14402/,none,,
耀州区,//tongchuan.zufang.leju.com/house/a14404/,none,,
宜君县,//tongchuan.zufang.leju.com/house/a14406/,none,,
王益区,//tongchuan.zufang.leju.com/house/a14408/,none,,
新区,//tongchuan.zufang.leju.com/house/a14410/,none,,
铜川周边,//tongchuan.zufang.leju.com/house/a14412/,none,,
不限,//sx.zufang.leju.com/house/,none,,
城南,//sx.zufang.leju.com/house/a3726/,none,,
城北,//sx.zufang.leju.com/house/a3709/,none,,
城西,//sx.zufang.leju.com/house/a3804/,none,,
城东,//sx.zufang.leju.com/house/a3751/,none,,
城内,//sx.zufang.leju.com/house/a3769/,none,,
经开区,//sx.zufang.leju.com/house/a3831/,none,,
曲江新区,//sx.zufang.leju.com/house/a3839/,none,,
高新,//sx.zufang.leju.com/house/a3779/,none,,
浐灞,//sx.zufang.leju.com/house/a3828/,none,,
长安,//sx.zufang.leju.com/house/a3795/,none,,
周边区县,//sx.zufang.leju.com/house/a3844/,none,,
不限,//linfen.zufang.leju.com/house/,none,,
吉县,//linfen.zufang.leju.com/house/a15827/,none,,
尧都区,//linfen.zufang.leju.com/house/a15829/,none,,
曲沃县,//linfen.zufang.leju.com/house/a15831/,none,,
翼城县,//linfen.zufang.leju.com/house/a15833/,none,,
襄汾县,//linfen.zufang.leju.com/house/a15835/,none,,
洪洞县,//linfen.zufang.leju.com/house/a15837/,none,,
古县,//linfen.zufang.leju.com/house/a15839/,none,,
安泽县,//linfen.zufang.leju.com/house/a15841/,none,,
浮山县,//linfen.zufang.leju.com/house/a15843/,none,,
乡宁县,//linfen.zufang.leju.com/house/a15845/,none,,
大宁县,//linfen.zufang.leju.com/house/a15847/,none,,
隰县,//linfen.zufang.leju.com/house/a15849/,none,,
永和县,//linfen.zufang.leju.com/house/a15851/,none,,
蒲县,//linfen.zufang.leju.com/house/a15853/,none,,
汾西县,//linfen.zufang.leju.com/house/a15855/,none,,
侯马市,//linfen.zufang.leju.com/house/a15857/,none,,
霍州市,//linfen.zufang.leju.com/house/a15859/,none,,
不限,//datong.zufang.leju.com/house/,none,,
御东区,//datong.zufang.leju.com/house/a17470/,none,,
大同县,//datong.zufang.leju.com/house/a17472/,none,,
浑源,//datong.zufang.leju.com/house/a17474/,none,,
左云,//datong.zufang.leju.com/house/a17476/,none,,
阳高,//datong.zufang.leju.com/house/a17478/,none,,
天镇,//datong.zufang.leju.com/house/a17480/,none,,
灵丘,//datong.zufang.leju.com/house/a17482/,none,,
广灵,//datong.zufang.leju.com/house/a17484/,none,,
城区,//datong.zufang.leju.com/house/a17486/,none,,
矿区,//datong.zufang.leju.com/house/a17488/,none,,
南郊区,//datong.zufang.leju.com/house/a17490/,none,,
其他,//datong.zufang.leju.com/house/a17492/,none,,
不限,//weinan.zufang.leju.com/house/,none,,
白水县,//weinan.zufang.leju.com/house/a14346/,none,,
澄城县,//weinan.zufang.leju.com/house/a14348/,none,,
大荔县,//weinan.zufang.leju.com/house/a14350/,none,,
富平县,//weinan.zufang.leju.com/house/a14352/,none,,
韩城市,//weinan.zufang.leju.com/house/a14354/,none,,
合阳县,//weinan.zufang.leju.com/house/a14356/,none,,
华县,//weinan.zufang.leju.com/house/a14358/,none,,
华阴市,//weinan.zufang.leju.com/house/a14360/,none,,
临渭区,//weinan.zufang.leju.com/house/a14362/,none,,
蒲城县,//weinan.zufang.leju.com/house/a14364/,none,,
潼关县,//weinan.zufang.leju.com/house/a14366/,none,,
高新区,//weinan.zufang.leju.com/house/a14368/,none,,
经开区,//weinan.zufang.leju.com/house/a14370/,none,,
不限,//ankang.zufang.leju.com/house/,none,,
汉滨区,//ankang.zufang.leju.com/house/a18274/,none,,
汉阴县,//ankang.zufang.leju.com/house/a18276/,none,,
石泉县,//ankang.zufang.leju.com/house/a18278/,none,,
宁陕县,//ankang.zufang.leju.com/house/a18280/,none,,
紫阳县,//ankang.zufang.leju.com/house/a18282/,none,,
平利县,//ankang.zufang.leju.com/house/a18284/,none,,
岚皋县,//ankang.zufang.leju.com/house/a18286/,none,,
镇坪县,//ankang.zufang.leju.com/house/a18288/,none,,
旬阳县,//ankang.zufang.leju.com/house/a18290/,none,,
白河县,//ankang.zufang.leju.com/house/a18292/,none,,
不限,//xianyang.zufang.leju.com/house/,none,,
秦都,//xianyang.zufang.leju.com/house/a18698/,none,,
渭城,//xianyang.zufang.leju.com/house/a18700/,none,,
兴平,//xianyang.zufang.leju.com/house/a18702/,none,,
三原,//xianyang.zufang.leju.com/house/a18704/,none,,
泾阳,//xianyang.zufang.leju.com/house/a18706/,none,,
乾县,//xianyang.zufang.leju.com/house/a18708/,none,,
礼泉,//xianyang.zufang.leju.com/house/a18710/,none,,
永寿,//xianyang.zufang.leju.com/house/a18712/,none,,
彬县,//xianyang.zufang.leju.com/house/a18714/,none,,
长武,//xianyang.zufang.leju.com/house/a18716/,none,,
旬邑,//xianyang.zufang.leju.com/house/a18718/,none,,
淳化,//xianyang.zufang.leju.com/house/a18720/,none,,
武功,//xianyang.zufang.leju.com/house/a18722/,none,,
不限,//yanan.zufang.leju.com/house/,none,,
宝塔区,//yanan.zufang.leju.com/house/a13765/,none,,
延长县,//yanan.zufang.leju.com/house/a13767/,none,,
延川县,//yanan.zufang.leju.com/house/a13769/,none,,
子长县,//yanan.zufang.leju.com/house/a13771/,none,,
安塞县,//yanan.zufang.leju.com/house/a13773/,none,,
志丹县,//yanan.zufang.leju.com/house/a13775/,none,,
吴起县,//yanan.zufang.leju.com/house/a13777/,none,,
甘泉县,//yanan.zufang.leju.com/house/a13779/,none,,
富县,//yanan.zufang.leju.com/house/a13781/,none,,
洛川县,//yanan.zufang.leju.com/house/a13783/,none,,
宜川县,//yanan.zufang.leju.com/house/a13785/,none,,
黄龙县,//yanan.zufang.leju.com/house/a13787/,none,,
黄陵县,//yanan.zufang.leju.com/house/a13789/,none,,
不限,//jincheng.zufang.leju.com/house/,none,,
城区,//jincheng.zufang.leju.com/house/a16282/,none,,
高平市,//jincheng.zufang.leju.com/house/a16284/,none,,
泽州县,//jincheng.zufang.leju.com/house/a16286/,none,,
沁水县,//jincheng.zufang.leju.com/house/a16288/,none,,
阳城县,//jincheng.zufang.leju.com/house/a16290/,none,,
陵川县,//jincheng.zufang.leju.com/house/a16292/,none,,
其他,//jincheng.zufang.leju.com/house/a16294/,none,,
开发区,//jincheng.zufang.leju.com/house/a16296/,none,,
不限,//jinzhong.zufang.leju.com/house/,none,,
榆次,//jinzhong.zufang.leju.com/house/a16199/,none,,
介休,//jinzhong.zufang.leju.com/house/a16210/,none,,
太谷,//jinzhong.zufang.leju.com/house/a16220/,none,,
祁县,//jinzhong.zufang.leju.com/house/a16227/,none,,
平遥,//jinzhong.zufang.leju.com/house/a16233/,none,,
灵石,//jinzhong.zufang.leju.com/house/a16239/,none,,
寿阳,//jinzhong.zufang.leju.com/house/a16244/,none,,
昔阳,//jinzhong.zufang.leju.com/house/a16250/,none,,
和顺,//jinzhong.zufang.leju.com/house/a16257/,none,,
左权,//jinzhong.zufang.leju.com/house/a16265/,none,,
榆社,//jinzhong.zufang.leju.com/house/a16273/,none,,
不限,//shuozhou.zufang.leju.com/house/,none,,
朔城区,//shuozhou.zufang.leju.com/house/a14620/,none,,
平鲁区,//shuozhou.zufang.leju.com/house/a14622/,none,,
山阴县,//shuozhou.zufang.leju.com/house/a14624/,none,,
应县,//shuozhou.zufang.leju.com/house/a14626/,none,,
右玉县,//shuozhou.zufang.leju.com/house/a14628/,none,,
怀仁县,//shuozhou.zufang.leju.com/house/a14630/,none,,
不限,//lvliang.zufang.leju.com/house/,none,,
离石区,//lvliang.zufang.leju.com/house/a15569/,none,,
文水县,//lvliang.zufang.leju.com/house/a15571/,none,,
交城县,//lvliang.zufang.leju.com/house/a15573/,none,,
兴县,//lvliang.zufang.leju.com/house/a15575/,none,,
临县,//lvliang.zufang.leju.com/house/a15577/,none,,
柳林县,//lvliang.zufang.leju.com/house/a15579/,none,,
石楼县,//lvliang.zufang.leju.com/house/a15581/,none,,
岚县,//lvliang.zufang.leju.com/house/a15583/,none,,
方山县,//lvliang.zufang.leju.com/house/a15585/,none,,
中阳县,//lvliang.zufang.leju.com/house/a15587/,none,,
交口县,//lvliang.zufang.leju.com/house/a15589/,none,,
孝义市,//lvliang.zufang.leju.com/house/a15591/,none,,
汾阳市,//lvliang.zufang.leju.com/house/a15593/,none,,
不限,//yuncheng.zufang.leju.com/house/,none,,
盐湖区,//yuncheng.zufang.leju.com/house/a13410/,none,,
永济市,//yuncheng.zufang.leju.com/house/a13416/,none,,
河津市,//yuncheng.zufang.leju.com/house/a13418/,none,,
临猗县,//yuncheng.zufang.leju.com/house/a13420/,none,,
万荣县,//yuncheng.zufang.leju.com/house/a13422/,none,,
闻喜县,//yuncheng.zufang.leju.com/house/a13424/,none,,
稷山县,//yuncheng.zufang.leju.com/house/a13426/,none,,
绛县,//yuncheng.zufang.leju.com/house/a13428/,none,,
垣曲县,//yuncheng.zufang.leju.com/house/a13430/,none,,
夏县,//yuncheng.zufang.leju.com/house/a13432/,none,,
平陆县,//yuncheng.zufang.leju.com/house/a13434/,none,,
芮城县,//yuncheng.zufang.leju.com/house/a13436/,none,,
不限,//changzhi.zufang.leju.com/house/,none,,
城区,//changzhi.zufang.leju.com/house/a13249/,none,,
郊区,//changzhi.zufang.leju.com/house/a13251/,none,,
长治县,//changzhi.zufang.leju.com/house/a13253/,none,,
襄垣县,//changzhi.zufang.leju.com/house/a13255/,none,,
屯留县,//changzhi.zufang.leju.com/house/a13257/,none,,
平顺县,//changzhi.zufang.leju.com/house/a13259/,none,,
黎城县,//changzhi.zufang.leju.com/house/a13261/,none,,
壶关县,//changzhi.zufang.leju.com/house/a13263/,none,,
长子县,//changzhi.zufang.leju.com/house/a13265/,none,,
武乡县,//changzhi.zufang.leju.com/house/a13267/,none,,
沁县,//changzhi.zufang.leju.com/house/a13269/,none,,
沁源县,//changzhi.zufang.leju.com/house/a13271/,none,,
潞城市,//changzhi.zufang.leju.com/house/a13273/,none,,
不限,//yangquan.zufang.leju.com/house/,none,,
城区,//yangquan.zufang.leju.com/house/a13701/,none,,
矿区,//yangquan.zufang.leju.com/house/a13703/,none,,
郊区,//yangquan.zufang.leju.com/house/a13705/,none,,
平定县,//yangquan.zufang.leju.com/house/a13707/,none,,
盂县,//yangquan.zufang.leju.com/house/a13709/,none,,
不限,//xinzhou.zufang.leju.com/house/,none,,
忻府区,//xinzhou.zufang.leju.com/house/a14009/,none,,
原平市,//xinzhou.zufang.leju.com/house/a14016/,none,,
代县,//xinzhou.zufang.leju.com/house/a14019/,none,,
繁峙县,//xinzhou.zufang.leju.com/house/a14021/,none,,
静乐县,//xinzhou.zufang.leju.com/house/a14023/,none,,
定襄县,//xinzhou.zufang.leju.com/house/a14025/,none,,
五台县,//xinzhou.zufang.leju.com/house/a14027/,none,,
宁武县,//xinzhou.zufang.leju.com/house/a14029/,none,,
神池县,//xinzhou.zufang.leju.com/house/a14031/,none,,
五寨县,//xinzhou.zufang.leju.com/house/a14034/,none,,
河曲县,//xinzhou.zufang.leju.com/house/a14036/,none,,
保德县,//xinzhou.zufang.leju.com/house/a14038/,none,,
岢岚县,//xinzhou.zufang.leju.com/house/a14040/,none,,
偏关县,//xinzhou.zufang.leju.com/house/a14042/,none,,
不限,//dezhou.zufang.leju.com/house/,none,,
武城,//dezhou.zufang.leju.com/house/a17414/,none,,
夏津,//dezhou.zufang.leju.com/house/a17416/,none,,
平原,//dezhou.zufang.leju.com/house/a17418/,none,,
齐河,//dezhou.zufang.leju.com/house/a17420/,none,,
禹城,//dezhou.zufang.leju.com/house/a17422/,none,,
宁津,//dezhou.zufang.leju.com/house/a17424/,none,,
陵城区,//dezhou.zufang.leju.com/house/a17426/,none,,
乐陵,//dezhou.zufang.leju.com/house/a17428/,none,,
临邑,//dezhou.zufang.leju.com/house/a17430/,none,,
庆云,//dezhou.zufang.leju.com/house/a17432/,none,,
其他,//dezhou.zufang.leju.com/house/a17434/,none,,
经济开发区,//dezhou.zufang.leju.com/house/a17436/,none,,
运河开发区,//dezhou.zufang.leju.com/house/a17438/,none,,
德城区,//dezhou.zufang.leju.com/house/a17440/,none,,
不限,//binzhou.zufang.leju.com/house/,none,,
滨城区,//binzhou.zufang.leju.com/house/a17832/,none,,
博兴县,//binzhou.zufang.leju.com/house/a17836/,none,,
惠民县,//binzhou.zufang.leju.com/house/a17838/,none,,
无棣县,//binzhou.zufang.leju.com/house/a17840/,none,,
阳信县,//binzhou.zufang.leju.com/house/a17842/,none,,
沾化县,//binzhou.zufang.leju.com/house/a17844/,none,,
邹平县,//binzhou.zufang.leju.com/house/a17846/,none,,
不限,//shanxi.zufang.leju.com/house/,none,,
尖草坪,//shanxi.zufang.leju.com/house/a3385/,none,,
晋源,//shanxi.zufang.leju.com/house/a3391/,none,,
万柏林,//shanxi.zufang.leju.com/house/a3396/,none,,
小店,//shanxi.zufang.leju.com/house/a3406/,none,,
杏花岭,//shanxi.zufang.leju.com/house/a3421/,none,,
迎泽,//shanxi.zufang.leju.com/house/a3436/,none,,
榆次,//shanxi.zufang.leju.com/house/a3453/,none,,
其他区县,//shanxi.zufang.leju.com/house/a3454/,none,,
不限,//heze.zufang.leju.com/house/,none,,
牡丹,//heze.zufang.leju.com/house/a18980/,none,,
鄄城,//heze.zufang.leju.com/house/a18982/,none,,
单县,//heze.zufang.leju.com/house/a18984/,none,,
郓城,//heze.zufang.leju.com/house/a18986/,none,,
曹县,//heze.zufang.leju.com/house/a18988/,none,,
定陶,//heze.zufang.leju.com/house/a18990/,none,,
巨野,//heze.zufang.leju.com/house/a18992/,none,,
东明,//heze.zufang.leju.com/house/a18994/,none,,
成武,//heze.zufang.leju.com/house/a18996/,none,,
开发区,//heze.zufang.leju.com/house/a18998/,none,,
其它,//heze.zufang.leju.com/house/a19000/,none,,
不限,//linyi.zufang.leju.com/house/,none,,
河东区,//linyi.zufang.leju.com/house/a15731/,none,,
罗庄区,//linyi.zufang.leju.com/house/a15747/,none,,
北城新区,//linyi.zufang.leju.com/house/a15761/,none,,
经济开发区,//linyi.zufang.leju.com/house/a15777/,none,,
兰山区,//linyi.zufang.leju.com/house/a15786/,none,,
苍山县,//linyi.zufang.leju.com/house/a15809/,none,,
莒南县,//linyi.zufang.leju.com/house/a15811/,none,,
沂水县,//linyi.zufang.leju.com/house/a15813/,none,,
平邑县,//linyi.zufang.leju.com/house/a15815/,none,,
蒙阴县,//linyi.zufang.leju.com/house/a15817/,none,,
费县,//linyi.zufang.leju.com/house/a15819/,none,,
临沭县,//linyi.zufang.leju.com/house/a15821/,none,,
郯城县,//linyi.zufang.leju.com/house/a15823/,none,,
沂南县,//linyi.zufang.leju.com/house/a15825/,none,,
不限,//dy.zufang.leju.com/house/,none,,
不限,//taian.zufang.leju.com/house/,none,,
东城,//dy.zufang.leju.com/house/a17392/,none,,
西城,//dy.zufang.leju.com/house/a17394/,none,,
新区,//dy.zufang.leju.com/house/a17396/,none,,
河口,//dy.zufang.leju.com/house/a17398/,none,,
广饶,//dy.zufang.leju.com/house/a17400/,none,,
垦利,//dy.zufang.leju.com/house/a17402/,none,,
利津,//dy.zufang.leju.com/house/a17404/,none,,
其他,//dy.zufang.leju.com/house/a17406/,none,,
牛庄,//dy.zufang.leju.com/house/a17408/,none,,
胜利油田,//dy.zufang.leju.com/house/a17410/,none,,
东营港,//dy.zufang.leju.com/house/a17412/,none,,
岱岳区,//taian.zufang.leju.com/house/a14458/,none,,
肥城,//taian.zufang.leju.com/house/a14463/,none,,
高新区,//taian.zufang.leju.com/house/a14476/,none,,
泰山区,//taian.zufang.leju.com/house/a14480/,none,,
新泰市,//taian.zufang.leju.com/house/a14499/,none,,
宁阳县,//taian.zufang.leju.com/house/a14507/,none,,
东平县,//taian.zufang.leju.com/house/a14511/,none,,
不限,//rizhao.zufang.leju.com/house/,none,,
东港,//rizhao.zufang.leju.com/house/a14917/,none,,
石臼,//rizhao.zufang.leju.com/house/a14919/,none,,
老城区,//rizhao.zufang.leju.com/house/a14921/,none,,
新市区,//rizhao.zufang.leju.com/house/a14923/,none,,
开发区,//rizhao.zufang.leju.com/house/a14925/,none,,
高新区,//rizhao.zufang.leju.com/house/a14927/,none,,
山海天旅游度假区,//rizhao.zufang.leju.com/house/a14929/,none,,
