NAME0,NAME1,NAME1_pinyin,NAME2,NAME2_pinyin,NAME3,BEDROOMS,PRICE,LINK,DESCRIPTION
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,6200,http://bj.zufang.leju.com/detail/273025289/#zn=pc-house-6,崇文门新景家园 朝南一居室 精装修 国瑞城 新世界旁 磁器口站
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,15000,http://bj.zufang.leju.com/detail/273009472/#zn=pc-house-7,广渠门 幸福家园 南北三居 头次出租 带车位 富贵园 花市枣苑
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,8500,http://bj.zufang.leju.com/detail/272911243/#zn=pc-house-8,海晟名苑北区 1室 朝西  46平 8500元 密码房
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,35000,http://bj.zufang.leju.com/detail/272933225/#zn=pc-house-9,当代万国城 3室 东南 227平 36000元
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,13000,http://bj.zufang.leju.com/detail/272942909/#zn=pc-house-10,崇文门东花市花市枣苑 朝南三居室 精装修 附近幸福家园 富贵园
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,5.9,http://bj.zufang.leju.com/detail/273034128/#zn=pc-house-11,银河SOHO［精装修］ * 生活设施完善 真实图片 随时看房
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,15000,http://bj.zufang.leju.com/detail/273031446/#zn=pc-house-12,当代万国城Moma 1室 朝西  100平 15000元 房子没有出
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,8000,http://bj.zufang.leju.com/detail/272958141/#zn=pc-house-13,崇文门东花市本家润园商品房 中间楼 随时看 紧邻富贵园 广渠门站
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,15000,http://bj.zufang.leju.com/detail/272942907/#zn=pc-house-15,东花市富贵园四区 南北三居室 精装修 广渠内大街站 本家润园
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,14000,http://bj.zufang.leju.com/detail/273009461/#zn=pc-house-16,崇文门 磁器口大三居160平米 国瑞城新世界家园 新怡家园
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,18500,http://bj.zufang.leju.com/detail/273030795/#zn=pc-house-17,海晟名苑 朝东  2室 不临街
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,18500,http://bj.zufang.leju.com/detail/273035564/#zn=pc-house-18,东直门品质两居 高层观园区绿化 家居全齐 保养好 看房方便
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,9000,http://bj.zufang.leju.com/detail/273035754/#zn=pc-house-19,东二环小户型 家居全齐 保养很好 南向采光观景都很好 有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,10500,http://bj.zufang.leju.com/detail/272975644/#zn=pc-house-20,（麦 田房源）海晟北区10000可租一居室 随时可入住 我有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,13800,http://bj.zufang.leju.com/detail/272975653/#zn=pc-house-21,海晟四期观景两居室 楼层位置好 家具齐全 采光观景好 随时入住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,30000,http://bj.zufang.leju.com/detail/273048208/#zn=pc-house-22,东直门南北通透3+1居！全天采光无遮挡+新房保养+随时看房
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,8500,http://bj.zufang.leju.com/detail/272975620/#zn=pc-house-23,海晟名苑新出高层西向开间 有钥匙 随时起租 稳定签约
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9,http://bj.zufang.leju.com/detail/248499029/#zn=pc-house-24,长安街 东二环 东单站《东方广场》578平出租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9,http://bj.zufang.leju.com/detail/248499215/#zn=pc-house-25,长安街 东二环 东单站《东方广场》208平 精装出租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,35000,http://bj.zufang.leju.com/detail/273012480/#zn=pc-house-26,当代MOMA 3室 西南  205.43平 38000元
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,39000,http://bj.zufang.leju.com/detail/273012471/#zn=pc-house-27,当代MOMA 2室 西南  260平 45000元
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,15000,http://bj.zufang.leju.com/detail/272975591/#zn=pc-house-28,当代万国城Moma 1室 朝西  100平 15000元 房子没有出
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,11000,http://bj.zufang.leju.com/detail/272963630/#zn=pc-house-29,真实可看+东直门工体 海晟国际公寓 观花园一居 诚租 有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,30000,http://bj.zufang.leju.com/detail/272996350/#zn=pc-house-30,当代MOMA 3室 西北  182平 30000元
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,9500,http://bj.zufang.leju.com/detail/272963606/#zn=pc-house-31,当代万国城 1室 朝南 59.11平 9500元 看房随时
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,8000,http://bj.zufang.leju.com/detail/272963611/#zn=pc-house-32,当代万国城 1室 朝西  47平 8000元 钥匙房 业主只给我租~
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,26000,http://bj.zufang.leju.com/detail/272996339/#zn=pc-house-33,当代万国城 3室 26000元  看房随时预约
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,7.4,http://bj.zufang.leju.com/detail/273012167/#zn=pc-house-35,东直门中汇广场580平，精装修**家具，拎包办公
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,11500,http://bj.zufang.leju.com/detail/272963621/#zn=pc-house-36,真实可看+东直门工体 海晟国际公寓 高层随时入住一居室 业主诚意
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,8500,http://bj.zufang.leju.com/detail/272963627/#zn=pc-house-1,真实可看+东直门工体 海晟国际公寓 全新开间出租 业主人好 诚租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,7900,http://bj.zufang.leju.com/detail/272975629/#zn=pc-house-4,（麦 田房源）我有钥匙 高层东向开间 保养好 随时入住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,25000,http://bj.zufang.leju.com/detail/272978058/#zn=pc-house-5,海晟名苑 2室 东西通透 140平 26000元  随时看有密码
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272615004/#zn=pc-house-6,东二环长安街 地铁东单《民生金融中心》1500平 精装出租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,25000,http://bj.zufang.leju.com/detail/272874817/#zn=pc-house-7,东方银座稳定在租三居室 东南朝向 高层采光好视野帮
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,18500,http://bj.zufang.leju.com/detail/273012961/#zn=pc-house-8,海晟名苑 朝东  2室 不临街
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,16000,http://bj.zufang.leju.com/detail/272890923/#zn=pc-house-9,东方银座再租两居室 高层东向视野 户型方正采光好
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,20000,http://bj.zufang.leju.com/detail/273031357/#zn=pc-house-10,阳光都市再租装修保养好两居室 有钥匙随时起租 随时可看
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,20000,http://bj.zufang.leju.com/detail/273031365/#zn=pc-house-11,东四十条 工体 大两居室 租金20000 随时入住 可看房
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,6000,http://bj.zufang.leju.com/detail/273045602/#zn=pc-house-12,安定路柳阴公园青年湖安德路 两居室可合租可月付拎包住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,8500,http://bj.zufang.leju.com/detail/272975682/#zn=pc-house-13,海晟高层西向开间 租金8500可谈 4月2号可入住 业主重装
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9.2,http://bj.zufang.leju.com/detail/272904744/#zn=pc-house-14,新出东直门信德京汇半层1千平出租紧邻电梯口户型方正事业开拓
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9.2,http://bj.zufang.leju.com/detail/272963821/#zn=pc-house-15,东直门半层1023平正对电梯口办公室
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9,http://bj.zufang.leju.com/detail/272995219/#zn=pc-house-16,东城区东北二环东直门  热户型***价1000邻万国城员餐班车
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9.3,http://bj.zufang.leju.com/detail/272938626/#zn=pc-house-17,东二环信德京汇新出500平米员工餐出行班车户型方正配套齐全
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9.2,http://bj.zufang.leju.com/detail/272983431/#zn=pc-house-18,新出东直门信德京汇半层1千平出租紧邻电梯口户型方正事业开拓
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,6000,http://bj.zufang.leju.com/detail/273044558/#zn=pc-house-19,安定路柳阴公园青年湖安德路 两居室可合租可月付拎包住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,10.9,http://bj.zufang.leju.com/detail/272963819/#zn=pc-house-21,东直门整层2025平办公室出租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,12000,http://bj.zufang.leju.com/detail/273044303/#zn=pc-house-22,国瑞城中区-明厨明卫-南北三居-家具齐全-不临街-有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,7000,http://bj.zufang.leju.com/detail/273043252/#zn=pc-house-23,7号线 广渠门外站 广渠家园  真照片 可签2年 有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,6500,http://bj.zufang.leju.com/detail/273042777/#zn=pc-house-26,国贸 双井广渠门桥东南角 新装修 可办公  朝西
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,7,http://bj.zufang.leju.com/detail/272929206/#zn=pc-house-27,华润大厦带家具 290平看房有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,7,http://bj.zufang.leju.com/detail/272929312/#zn=pc-house-28,东二环 东门商圈五A写字楼隆重招商 平毛坯即刻交付
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,12,http://bj.zufang.leju.com/detail/272929269/#zn=pc-house-29,东二环内东四十口新保利大厦2000平带家具
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,35500,http://bj.zufang.leju.com/detail/272988506/#zn=pc-house-30,东直门当代MOMA 高层东南三居室 家具家电齐全 恒温恒湿
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,21000,http://bj.zufang.leju.com/detail/272988497/#zn=pc-house-31,东直门当代MOMA 恒温恒湿东向一居室 看房有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,24000,http://bj.zufang.leju.com/detail/272988466/#zn=pc-house-32,东直门当代MOMA 恒温恒湿东南两居 家具家电齐全 看房有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,14000,http://bj.zufang.leju.com/detail/272988471/#zn=pc-house-33,东直门万国城 高层南向一居室 采光好 稳定出租 看房有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,32000,http://bj.zufang.leju.com/detail/272988533/#zn=pc-house-34,东南北直线通透三居室 私家电梯** 看房有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,22000,http://bj.zufang.leju.com/detail/272988403/#zn=pc-house-35,当代MOMA 东向一居 家具家电齐全 有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,30000,http://bj.zufang.leju.com/detail/272988411/#zn=pc-house-36,东直门 高层西南两居 看房有钥匙 稳定出租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,35000,http://bj.zufang.leju.com/detail/272988420/#zn=pc-house-1,当代MOMA 恒温恒湿高层三居室 看房有钥匙 可租居家也可租办公
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,1900,http://bj.zufang.leju.com/detail/273035264/#zn=pc-house-2,永定门外 精装 合租 房屋干净整洁 采光好 拎包即可入住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,3700,http://bj.zufang.leju.com/detail/273035255/#zn=pc-house-3,民主北街 精装一居室 看房随时 拎包即可入住 干净整洁
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,6000,http://bj.zufang.leju.com/detail/273035245/#zn=pc-house-4,永定门 郭庄北里 精装一居室 看房随时 拎包即可入住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,5500,http://bj.zufang.leju.com/detail/273035240/#zn=pc-house-5,0押月付  天坛永定门南二环景泰  低楼层随时入住 急租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,1800,http://bj.zufang.leju.com/detail/273035239/#zn=pc-house-6,永定门 蒲黄榆景泰西里 合租次卧 看房随时 拎包即可入住0押
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,6000,http://bj.zufang.leju.com/detail/273035230/#zn=pc-house-8,永定门景泰蒲黄榆郭庄北里 0押月付看房随时 拎包即可入住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,6499,http://bj.zufang.leju.com/detail/273035225/#zn=pc-house-9,业主直租永定门 郭庄北里 精装两居室 看房随时 拎包即可住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,23000,http://bj.zufang.leju.com/detail/272988574/#zn=pc-house-10,高层西北两居 恒温恒湿 无遮挡视野好 看房有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,15000,http://bj.zufang.leju.com/detail/272988564/#zn=pc-house-11,万国城高层西向两居室 看房有钥匙 家具家电齐全
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,4800,http://bj.zufang.leju.com/detail/273033524/#zn=pc-house-13,新中西街8号楼 正规1室 位置好
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,13000,http://bj.zufang.leju.com/detail/272988555/#zn=pc-house-15,当代万国城 西北两居 家具家电齐全 保养好 稳定出租 有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,35000,http://bj.zufang.leju.com/detail/272988540/#zn=pc-house-16,高层恒温恒湿东南四居 私家电梯** 看房有钥匙
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,15000,http://bj.zufang.leju.com/detail/273025713/#zn=pc-house-17,真实照片 随时看房 瑞士公寓**一居室 正南向带超大衣帽间
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,8000,http://bj.zufang.leju.com/detail/273025897/#zn=pc-house-18,海晟开间 工体3号泰悦豪庭首开 家具齐全 装修** 拎包入住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,8200,http://bj.zufang.leju.com/detail/271651371/#zn=pc-house-19,【物业租售免佣】平湖观景.小户型.落地飘窗.出租.新装修
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,43000,http://bj.zufang.leju.com/detail/272988438/#zn=pc-house-20,万国城高层 低价电梯**西南北通透四居 恒温恒湿 稳定出租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,17000,http://bj.zufang.leju.com/detail/271651445/#zn=pc-house-21,【物业租售免佣】当代历峰新房1居.观景.带车位.家具可佩
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,23000,http://bj.zufang.leju.com/detail/272584003/#zn=pc-house-22,海晟名苑高层西南3居  落地窗 采光好 双卫设计 看房方便
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,27000,http://bj.zufang.leju.com/detail/271651385/#zn=pc-house-25,【租售免佣】历峰新房.出租.从未住人.可配家具
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,19000,http://bj.zufang.leju.com/detail/270956080/#zn=pc-house-26,瑞士公寓 2室1厅 20000元
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,14500,http://bj.zufang.leju.com/detail/271508219/#zn=pc-house-27,工体 东四十条 瑞士公寓 朝南1居 95平米 看房随时！
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,11000,http://bj.zufang.leju.com/detail/272548675/#zn=pc-house-28,阳光都市 装修好一居 保养好 楼层高 满眼绿化 有钥匙看房随时
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,12000,http://bj.zufang.leju.com/detail/272567024/#zn=pc-house-30,阳光都市高层品质一居室 保养好 大阳台 落地窗 看房随时
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,23000,http://bj.zufang.leju.com/detail/272567029/#zn=pc-house-31,海晟名苑高层西南3居  落地窗 采光好 双卫设计 看房方便
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,20000,http://bj.zufang.leju.com/detail/271508306/#zn=pc-house-32,瑞士公寓 2室1厅 20000元
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,16000,http://bj.zufang.leju.com/detail/271651349/#zn=pc-house-33,【物业租售免佣】【不容错过】土【出租】【大气三居】
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,15000,http://bj.zufang.leju.com/detail/271651346/#zn=pc-house-34,【物业租售免佣】保养的三居室，看了喜欢，
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,5700,http://bj.zufang.leju.com/detail/273027604/#zn=pc-house-35,保利蔷薇苑 1室1厅 61平米 精装修 押一付三
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,19800,http://bj.zufang.leju.com/detail/271501976/#zn=pc-house-36,物业租售+免佣 出租东二环东直门东四十条桥阳光都市新出小搂王
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,19800,http://bj.zufang.leju.com/detail/271501987/#zn=pc-house-1,物业租售+免拥 出租东二环东直门东四十条桥阳光都市新出小搂王
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,18000,http://bj.zufang.leju.com/detail/273026573/#zn=pc-house-2,海晟名苑 阳光都市 幸福二村甲宅 精装修 高品质小区
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,40000,http://bj.zufang.leju.com/detail/272547561/#zn=pc-house-4,当代MOMA 3室 东北  267.21平 40000元
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,13500,http://bj.zufang.leju.com/detail/271501994/#zn=pc-house-5,物业租售+免拥 皇斤东南朝向高楼层 随时起租 领包入住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,16500,http://bj.zufang.leju.com/detail/273018000/#zn=pc-house-6,东直门地铁 7千平活水湖社区 正规两室 全齐装配 保养好
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,22000,http://bj.zufang.leju.com/detail/273017999/#zn=pc-house-7,东直门 2层带露台 南北通透3居 封闭社区 有钥匙随时看
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,3200,http://bj.zufang.leju.com/detail/272987510/#zn=pc-house-8,"温暖又温心,华龙二期精装修1室真的给你不一样的感受"
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,6,http://bj.zufang.leju.com/detail/272645196/#zn=pc-house-10,东城天坛公园+龙潭湖公园+光明桥办公+近国贸北京站+出行便利
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,16000,http://bj.zufang.leju.com/detail/272645489/#zn=pc-house-11,水上华城+东城广渠门内租房带车位+配置全+小区人车分流+居住舒适
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,11000,http://bj.zufang.leju.com/detail/273006118/#zn=pc-house-13,安定门鼓楼六铺炕西师电梯三居室装修实图拎包住可长租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,8800,http://bj.zufang.leju.com/detail/273006141/#zn=pc-house-14,青年湖 柳荫公园 安定门 鼓楼上龙西里 电梯三居室价可议
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,24000,http://bj.zufang.leju.com/detail/272839046/#zn=pc-house-15,海晟名苑 西南三居 双明卫 封闭园区 看房有钥匙 保养好
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,8800,http://bj.zufang.leju.com/detail/273006143/#zn=pc-house-16,青年湖 柳荫公园 安定门 鼓楼上龙西里 电梯三居室价可议
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,11000,http://bj.zufang.leju.com/detail/273006117/#zn=pc-house-17,安定门鼓楼六铺炕西师电梯三居室装修实图拎包住可长租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,24000,http://bj.zufang.leju.com/detail/273005937/#zn=pc-house-18,崇文门 新怡家园 3室 南北通透 168平 24000元
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,9200,http://bj.zufang.leju.com/detail/273005934/#zn=pc-house-19,崇文门 楼层位置好+家具齐全+采光观景好
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,7000,http://bj.zufang.leju.com/detail/273001428/#zn=pc-house-20,东城区东直门胡家园春秀路当代东直门北大街清水苑香河园两居
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,7200,http://bj.zufang.leju.com/detail/273001422/#zn=pc-house-21,东直门 东方银座十字坡团结湖察慈小区两居有钥匙随时看
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,15000,http://bj.zufang.leju.com/detail/273001416/#zn=pc-house-22,东四十条工体三里屯十字坡阳光都市两居业主直租有钥匙随时看
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,3200,http://bj.zufang.leju.com/detail/273001310/#zn=pc-house-23,胡家园小区高层带电梯主卧室  要求不吸烟女孩
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,3800,http://bj.zufang.leju.com/detail/273001270/#zn=pc-house-24,优质合租房  女孩合租 主卧朝南 拎包入住  步行5
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,3400,http://bj.zufang.leju.com/detail/273001257/#zn=pc-house-25,精装合租主卧室   新上房源业主出租 采光效果好
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,7600,http://bj.zufang.leju.com/detail/273001237/#zn=pc-house-26,胡家园小区 2室1厅65平米 中等装修 押一付三
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,5300,http://bj.zufang.leju.com/detail/273001216/#zn=pc-house-27,东直门交通枢纽附近精装好房一居室 南向 高层  价格  房源
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,5500,http://bj.zufang.leju.com/detail/273001203/#zn=pc-house-28,东直门交通枢纽附近精装一居室 性价比高  装修好
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,5500,http://bj.zufang.leju.com/detail/273001192/#zn=pc-house-29,东直门交通枢纽附近精装一居室 性价比高  装修好
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,19000,http://bj.zufang.leju.com/detail/273001180/#zn=pc-house-30,海晟名苑(南区) 2室2厅138平米 精装修 押一付三
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,8000,http://bj.zufang.leju.com/detail/272999196/#zn=pc-house-31,青年路22号院 2室1厅
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,10.9,http://bj.zufang.leju.com/detail/272837328/#zn=pc-house-32,东直门整层2025平办公室出租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9.2,http://bj.zufang.leju.com/detail/272837329/#zn=pc-house-33,东直门半层1023平正对电梯口办公室
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,6200,http://bj.zufang.leju.com/detail/272974993/#zn=pc-house-34,科技园 汉威国际 幸福家园 婚房两居室 看房方便 业主直租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,8000,http://bj.zufang.leju.com/detail/272838780/#zn=pc-house-35,东二环 东直门 海晟名苑 高层精 装一室 视野开阔无遮挡 超性价比
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,23500,http://bj.zufang.leju.com/detail/272961262/#zn=pc-house-36,c21长安街 东二环边 口 南北通透精装三居室
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,8,http://bj.zufang.leju.com/detail/272930080/#zn=pc-house-1,长安街沿线地铁1号线 东方广场正对电梯间 带家具东方经贸城
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,11000,http://bj.zufang.leju.com/detail/272928656/#zn=pc-house-2,巷上嘉园99平精装大两居 家具家电齐全 随时入住
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,14000,http://bj.zufang.leju.com/detail/272927344/#zn=pc-house-3,万国城三期，50年产权的，恒温恒湿，随时起租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,20000,http://bj.zufang.leju.com/detail/272927337/#zn=pc-house-4,东直门，观景两居室，随时起租，
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272923747/#zn=pc-house-5,东二环 长安街北京国际饭店写字楼隆重招商整层2700平
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,30000,http://bj.zufang.leju.com/detail/272850996/#zn=pc-house-8,当代MOMA 3室 西北  182平 30000元
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,30000,http://bj.zufang.leju.com/detail/272850993/#zn=pc-house-9,东城区，东直门，当代MOMA 正规3室 位置好，随时起租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9.2,http://bj.zufang.leju.com/detail/272760806/#zn=pc-house-10,新出东直门信德京汇半层1千平出租紧邻电梯口户型方正事业开拓
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,12000,http://bj.zufang.leju.com/detail/272894897/#zn=pc-house-11,"东城区 崇文门 新景家园东区商品大两居,自住首租 高裆家具家"
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",3,3500,http://bj.zufang.leju.com/detail/272884333/#zn=pc-house-12,安外西河沿主卧出租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,6.1,http://bj.zufang.leju.com/detail/272842363/#zn=pc-house-13,中关村大街文化大厦480平精装临电梯 格局很好可看
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9.2,http://bj.zufang.leju.com/detail/272658516/#zn=pc-house-14,新出东直门信德京汇半层1千平出租紧邻电梯口户型方正事业开拓
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",Studio,9.3,http://bj.zufang.leju.com/detail/272658505/#zn=pc-house-15,东二环信德京汇新出500平米员工餐出行班车户型方正配套齐全
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",1,5000,http://bj.zufang.leju.com/detail/272799746/#zn=pc-house-16,广渠门内自由季 绿景苑 精装一居 随时看房
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,4400,http://bj.zufang.leju.com/detail/272762470/#zn=pc-house-17,整租天坛公园 4400元两居 位置安静采光好 长期对外出租
China,北京,Beijing,东城,Dongcheng,"Dongcheng, Beijing",2,6000,http://bj.zufang.leju.com/detail/272762464/#zn=pc-house-18,整租天坛两居室 南北通透75平2居室 设施齐全 采光好长租随时看房
