NAME0,NAME1,NAME1_pinyin,NAME2,NAME2_pinyin,NAME3,LINK
China,河池,hechi,都安瑶族自治县,None,None,//hechi.zufang.leju.com/house/a17082/
China,河池,hechi,大化瑶族自治县,None,None,//hechi.zufang.leju.com/house/a17084/
China,河池,hechi,宜州市,None,None,//hechi.zufang.leju.com/house/a17086/
China,防城港,fangchenggang,港口,None,None,//fcg.zufang.leju.com/house/a17314/
China,防城港,fangchenggang,防城,None,None,//fcg.zufang.leju.com/house/a17316/
China,防城港,fangchenggang,上思,None,None,//fcg.zufang.leju.com/house/a17318/
China,防城港,fangchenggang,东兴,None,None,//fcg.zufang.leju.com/house/a17320/
China,防城港,fangchenggang,防城周边,None,None,//fcg.zufang.leju.com/house/a17322/
China,防城港,fangchenggang,全防城港,None,None,//fcg.zufang.leju.com/house/a17324/
China,北海,beihai,海城区,None,None,//beihai.zufang.leju.com/house/a17869/
China,北海,beihai,银海区,None,None,//beihai.zufang.leju.com/house/a17874/
China,北海,beihai,铁山港,None,None,//beihai.zufang.leju.com/house/a17879/
China,北海,beihai,合浦县,None,None,//beihai.zufang.leju.com/house/a17881/
China,北海,beihai,其他区县,None,None,//beihai.zufang.leju.com/house/a17883/
China,贵阳,guiyang,白云,None,None,//gy.zufang.leju.com/house/a1248/
China,贵阳,guiyang,花溪,None,None,//gy.zufang.leju.com/house/a1256/
China,贵阳,guiyang,观山湖,None,None,//gy.zufang.leju.com/house/a1262/
China,贵阳,guiyang,南明,None,None,//gy.zufang.leju.com/house/a1270/
China,贵阳,guiyang,清镇,None,None,//gy.zufang.leju.com/house/a1292/
China,贵阳,guiyang,乌当,None,None,//gy.zufang.leju.com/house/a1297/
China,贵阳,guiyang,小河,None,None,//gy.zufang.leju.com/house/a1304/
China,贵阳,guiyang,云岩,None,None,//gy.zufang.leju.com/house/a1312/
China,贵阳,guiyang,其他,None,None,//gy.zufang.leju.com/house/a1333/
China,遵义,zunyi,汇川区,None,None,//zunyi.zufang.leju.com/house/a13001/
China,遵义,zunyi,红花岗区,None,None,//zunyi.zufang.leju.com/house/a13018/
China,遵义,zunyi,遵义县,None,None,//zunyi.zufang.leju.com/house/a13026/
China,遵义,zunyi,仁怀市,None,None,//zunyi.zufang.leju.com/house/a13029/
China,铜仁,tongren,江口县,None,None,//tongren.zufang.leju.com/house/a14372/
China,铜仁,tongren,石阡县,None,None,//tongren.zufang.leju.com/house/a14374/
China,铜仁,tongren,思南县,None,None,//tongren.zufang.leju.com/house/a14376/
China,铜仁,tongren,德江县,None,None,//tongren.zufang.leju.com/house/a14378/
China,铜仁,tongren,沿河县,None,None,//tongren.zufang.leju.com/house/a14380/
China,铜仁,tongren,碧江区,None,None,//tongren.zufang.leju.com/house/a14382/
China,铜仁,tongren,万山区,None,None,//tongren.zufang.leju.com/house/a14384/
China,铜仁,tongren,玉屏县,None,None,//tongren.zufang.leju.com/house/a14386/
China,铜仁,tongren,印江县,None,None,//tongren.zufang.leju.com/house/a14388/
China,铜仁,tongren,松桃县,None,None,//tongren.zufang.leju.com/house/a14390/
China,黔南,qiannan,都匀市,None,None,//qiann.zufang.leju.com/house/a15032/
China,黔南,qiannan,福泉市,None,None,//qiann.zufang.leju.com/house/a15036/
China,黔南,qiannan,荔波县,None,None,//qiann.zufang.leju.com/house/a15038/
China,黔南,qiannan,贵定县,None,None,//qiann.zufang.leju.com/house/a15040/
China,黔南,qiannan,瓮安县,None,None,//qiann.zufang.leju.com/house/a15042/
China,黔南,qiannan,独山县,None,None,//qiann.zufang.leju.com/house/a15044/
China,黔南,qiannan,平塘县,None,None,//qiann.zufang.leju.com/house/a15046/
China,黔南,qiannan,罗甸县,None,None,//qiann.zufang.leju.com/house/a15048/
China,黔南,qiannan,长顺县,None,None,//qiann.zufang.leju.com/house/a15050/
China,黔南,qiannan,龙里县,None,None,//qiann.zufang.leju.com/house/a15052/
China,黔南,qiannan,惠水县,None,None,//qiann.zufang.leju.com/house/a15054/
China,黔南,qiannan,三都县,None,None,//qiann.zufang.leju.com/house/a15056/
China,黔东南,qiandongnan,凯里市,None,None,//qiandn.zufang.leju.com/house/a15058/
China,黔东南,qiandongnan,黄平县,None,None,//qiandn.zufang.leju.com/house/a15065/
China,黔东南,qiandongnan,镇远县,None,None,//qiandn.zufang.leju.com/house/a15067/
China,黔东南,qiandongnan,三穗县,None,None,//qiandn.zufang.leju.com/house/a15069/
China,黔东南,qiandongnan,台江县,None,None,//qiandn.zufang.leju.com/house/a15071/
China,黔东南,qiandongnan,剑河县,None,None,//qiandn.zufang.leju.com/house/a15073/
China,黔东南,qiandongnan,岑巩县,None,None,//qiandn.zufang.leju.com/house/a15075/
China,黔东南,qiandongnan,锦屏县,None,None,//qiandn.zufang.leju.com/house/a15077/
China,黔东南,qiandongnan,从江县,None,None,//qiandn.zufang.leju.com/house/a15079/
China,黔东南,qiandongnan,榕江县,None,None,//qiandn.zufang.leju.com/house/a15081/
China,黔东南,qiandongnan,黎平县,None,None,//qiandn.zufang.leju.com/house/a15083/
China,黔东南,qiandongnan,丹寨县,None,None,//qiandn.zufang.leju.com/house/a15085/
China,黔东南,qiandongnan,天柱县,None,None,//qiandn.zufang.leju.com/house/a15087/
China,黔东南,qiandongnan,麻江县,None,None,//qiandn.zufang.leju.com/house/a15089/
China,黔东南,qiandongnan,雷山县,None,None,//qiandn.zufang.leju.com/house/a15091/
China,黔东南,qiandongnan,施秉县,None,None,//qiandn.zufang.leju.com/house/a15093/
China,黔东南,qiandongnan,黔东南周边,None,None,//qiandn.zufang.leju.com/house/a15095/
China,黔东南,qiandongnan,全黔东南,None,None,//qiandn.zufang.leju.com/house/a15097/
China,六盘水,liupanshui,钟山区,None,None,//lps.zufang.leju.com/house/a15674/
China,六盘水,liupanshui,六枝特区,None,None,//lps.zufang.leju.com/house/a15676/
China,六盘水,liupanshui,水城县,None,None,//lps.zufang.leju.com/house/a15678/
China,六盘水,liupanshui,盘县,None,None,//lps.zufang.leju.com/house/a15680/
China,六盘水,liupanshui,红桥新区,None,None,//lps.zufang.leju.com/house/a15682/
China,六盘水,liupanshui,双水新区,None,None,//lps.zufang.leju.com/house/a15684/
China,六盘水,liupanshui,德坞新区,None,None,//lps.zufang.leju.com/house/a15686/
China,六盘水,liupanshui,凤凰新区,None,None,//lps.zufang.leju.com/house/a15688/
China,毕节,bijie,大方县,None,None,//bijie.zufang.leju.com/house/a17849/
China,毕节,bijie,黔西县,None,None,//bijie.zufang.leju.com/house/a17851/
China,毕节,bijie,织金县,None,None,//bijie.zufang.leju.com/house/a17853/
China,毕节,bijie,纳雍县,None,None,//bijie.zufang.leju.com/house/a17855/
China,毕节,bijie,赫章县,None,None,//bijie.zufang.leju.com/house/a17857/
China,毕节,bijie,七星关区,None,None,//bijie.zufang.leju.com/house/a17859/
China,毕节,bijie,金沙县,None,None,//bijie.zufang.leju.com/house/a17861/
China,毕节,bijie,威宁彝族回族苗族自治,None,None,//bijie.zufang.leju.com/house/a17863/
China,安顺,anshun,西秀区,None,None,//anshun.zufang.leju.com/house/a18080/
China,安顺,anshun,平坝县,None,None,//anshun.zufang.leju.com/house/a18090/
China,安顺,anshun,普定县,None,None,//anshun.zufang.leju.com/house/a18097/
China,安顺,anshun,安顺周边,None,None,//anshun.zufang.leju.com/house/a18104/
China,安顺,anshun,关岭区,None,None,//anshun.zufang.leju.com/house/a18106/
China,安顺,anshun,紫云区,None,None,//anshun.zufang.leju.com/house/a18112/
China,安顺,anshun,镇宁区,None,None,//anshun.zufang.leju.com/house/a18114/
China,安顺,anshun,贵安新区,None,None,//anshun.zufang.leju.com/house/a18120/
China,安顺,anshun,开发区,None,None,//anshun.zufang.leju.com/house/a18124/
China,黔西南,qianxinan,兴义市,None,None,//qxn.zufang.leju.com/house/a18568/
China,黔西南,qianxinan,兴仁县,None,None,//qxn.zufang.leju.com/house/a18570/
China,黔西南,qianxinan,普安县,None,None,//qxn.zufang.leju.com/house/a18572/
China,黔西南,qianxinan,晴隆县,None,None,//qxn.zufang.leju.com/house/a18574/
China,黔西南,qianxinan,贞丰县,None,None,//qxn.zufang.leju.com/house/a18576/
China,黔西南,qianxinan,望谟县,None,None,//qxn.zufang.leju.com/house/a18578/
China,黔西南,qianxinan,册亨县,None,None,//qxn.zufang.leju.com/house/a18580/
China,黔西南,qianxinan,安龙县,None,None,//qxn.zufang.leju.com/house/a18582/
China,黔西南,qianxinan,黔西南周边,None,None,//qxn.zufang.leju.com/house/a18584/
China,海南,hainan,海口,None,None,//haikou.zufang.leju.com/house/a1658/
China,海南,hainan,三亚,None,None,//haikou.zufang.leju.com/house/a1663/
China,海南,hainan,澄迈,None,None,//haikou.zufang.leju.com/house/a1686/
China,海南,hainan,陵水,None,None,//haikou.zufang.leju.com/house/a1690/
China,海南,hainan,儋州,None,None,//haikou.zufang.leju.com/house/a1674/
China,海南,hainan,琼海,None,None,//haikou.zufang.leju.com/house/a1670/
China,海南,hainan,万宁,None,None,//haikou.zufang.leju.com/house/a1678/
China,海南,hainan,文昌,None,None,//haikou.zufang.leju.com/house/a1666/
China,海南,hainan,临高,None,None,//haikou.zufang.leju.com/house/a5590/
China,海南,hainan,东方,None,None,//haikou.zufang.leju.com/house/a1676/
China,海南,hainan,五指山,None,None,//haikou.zufang.leju.com/house/a1680/
China,海南,hainan,保亭,None,None,//haikou.zufang.leju.com/house/a1682/
China,海南,hainan,定安,None,None,//haikou.zufang.leju.com/house/a1684/
China,海南,hainan,乐东,None,None,//haikou.zufang.leju.com/house/a1692/
China,海南,hainan,屯昌,None,None,//haikou.zufang.leju.com/house/a1696/
China,海南,hainan,白沙,None,None,//haikou.zufang.leju.com/house/a5595/
China,海南,hainan,昌江,None,None,//haikou.zufang.leju.com/house/a5598/
China,海南,hainan,琼中,None,None,//haikou.zufang.leju.com/house/a5600/
China,海南,hainan,其他,None,None,//haikou.zufang.leju.com/house/a25530/
China,琼海,qionghai,嘉积镇,None,None,//qionghai.zufang.leju.com/house/a19093/
China,琼海,qionghai,万泉镇,None,None,//qionghai.zufang.leju.com/house/a19095/
China,琼海,qionghai,石壁镇,None,None,//qionghai.zufang.leju.com/house/a19097/
China,琼海,qionghai,中原镇,None,None,//qionghai.zufang.leju.com/house/a19099/
China,琼海,qionghai,博鳌镇,None,None,//qionghai.zufang.leju.com/house/a19101/
China,琼海,qionghai,阳江镇,None,None,//qionghai.zufang.leju.com/house/a19103/
China,琼海,qionghai,琼海周边,None,None,//qionghai.zufang.leju.com/house/a19105/
China,石家庄,shijiazhuang,桥西,None,None,//sjz.zufang.leju.com/house/a3520/
China,石家庄,shijiazhuang,裕华,None,None,//sjz.zufang.leju.com/house/a3585/
China,石家庄,shijiazhuang,新华,None,None,//sjz.zufang.leju.com/house/a3551/
China,石家庄,shijiazhuang,长安,None,None,//sjz.zufang.leju.com/house/a3459/
China,石家庄,shijiazhuang,开发区,None,None,//sjz.zufang.leju.com/house/a3481/
China,石家庄,shijiazhuang,鹿泉,None,None,//sjz.zufang.leju.com/house/a5398/
China,石家庄,shijiazhuang,正定,None,None,//sjz.zufang.leju.com/house/a5400/
China,石家庄,shijiazhuang,栾城,None,None,//sjz.zufang.leju.com/house/a5849/
China,石家庄,shijiazhuang,藁城,None,None,//sjz.zufang.leju.com/house/a5850/
China,石家庄,shijiazhuang,平山,None,None,//sjz.zufang.leju.com/house/a5851/
China,石家庄,shijiazhuang,晋州,None,None,//sjz.zufang.leju.com/house/a19450/
China,石家庄,shijiazhuang,辛集,None,None,//sjz.zufang.leju.com/house/a19452/
China,石家庄,shijiazhuang,石家庄周边,None,None,//sjz.zufang.leju.com/house/a3616/
China,秦皇岛,qinhuangdao,北戴河,None,None,//qhd.zufang.leju.com/house/a2919/
China,秦皇岛,qinhuangdao,昌黎县,None,None,//qhd.zufang.leju.com/house/a2923/
China,秦皇岛,qinhuangdao,抚宁县,None,None,//qhd.zufang.leju.com/house/a2926/
China,秦皇岛,qinhuangdao,海港,None,None,//qhd.zufang.leju.com/house/a2929/
China,秦皇岛,qinhuangdao,卢龙县,None,None,//qhd.zufang.leju.com/house/a2940/
China,秦皇岛,qinhuangdao,青龙县,None,None,//qhd.zufang.leju.com/house/a2942/
China,秦皇岛,qinhuangdao,山海关,None,None,//qhd.zufang.leju.com/house/a2944/
China,秦皇岛,qinhuangdao,开发区,None,None,//qhd.zufang.leju.com/house/a2948/
China,唐山,tangshan,丰南,None,None,//tangshan.zufang.leju.com/house/a4179/
China,唐山,tangshan,丰润,None,None,//tangshan.zufang.leju.com/house/a4184/
China,唐山,tangshan,古冶,None,None,//tangshan.zufang.leju.com/house/a4190/
China,唐山,tangshan,开平,None,None,//tangshan.zufang.leju.com/house/a4193/
China,唐山,tangshan,路北,None,None,//tangshan.zufang.leju.com/house/a4197/
China,唐山,tangshan,路南,None,None,//tangshan.zufang.leju.com/house/a4212/
China,唐山,tangshan,滦县,None,None,//tangshan.zufang.leju.com/house/a4220/
China,唐山,tangshan,迁安市,None,None,//tangshan.zufang.leju.com/house/a4223/
China,唐山,tangshan,遵化市,None,None,//tangshan.zufang.leju.com/house/a4226/
China,唐山,tangshan,玉田县,None,None,//tangshan.zufang.leju.com/house/a4229/
China,唐山,tangshan,唐海县,None,None,//tangshan.zufang.leju.com/house/a4233/
China,唐山,tangshan,乐亭县,None,None,//tangshan.zufang.leju.com/house/a4235/
China,唐山,tangshan,迁西县,None,None,//tangshan.zufang.leju.com/house/a4237/
China,唐山,tangshan,滦南县,None,None,//tangshan.zufang.leju.com/house/a4239/
China,唐山,tangshan,高新区,None,None,//tangshan.zufang.leju.com/house/a4242/
China,唐山,tangshan,汉沽管理区,None,None,//tangshan.zufang.leju.com/house/a4249/
China,唐山,tangshan,海港开发区,None,None,//tangshan.zufang.leju.com/house/a4252/
China,唐山,tangshan,芦台开发区,None,None,//tangshan.zufang.leju.com/house/a4255/
China,唐山,tangshan,南堡开发区,None,None,//tangshan.zufang.leju.com/house/a4257/
China,唐山,tangshan,曹妃甸新区,None,None,//tangshan.zufang.leju.com/house/a4260/
China,张家口,zhangjiakou,桥东区,None,None,//zjk.zufang.leju.com/house/a13312/
China,张家口,zhangjiakou,桥西区,None,None,//zjk.zufang.leju.com/house/a13320/
China,张家口,zhangjiakou,高新区,None,None,//zjk.zufang.leju.com/house/a13327/
China,张家口,zhangjiakou,下花园区,None,None,//zjk.zufang.leju.com/house/a13333/
China,张家口,zhangjiakou,宣化,None,None,//zjk.zufang.leju.com/house/a13335/
China,张家口,zhangjiakou,张北,None,None,//zjk.zufang.leju.com/house/a13337/
China,张家口,zhangjiakou,沽源,None,None,//zjk.zufang.leju.com/house/a13339/
China,张家口,zhangjiakou,怀来,None,None,//zjk.zufang.leju.com/house/a13341/
China,张家口,zhangjiakou,涿鹿,None,None,//zjk.zufang.leju.com/house/a13343/
China,张家口,zhangjiakou,崇礼,None,None,//zjk.zufang.leju.com/house/a13345/
China,张家口,zhangjiakou,康保,None,None,//zjk.zufang.leju.com/house/a13347/
China,张家口,zhangjiakou,蔚县,None,None,//zjk.zufang.leju.com/house/a13349/
China,张家口,zhangjiakou,尚义,None,None,//zjk.zufang.leju.com/house/a13351/
China,张家口,zhangjiakou,阳原,None,None,//zjk.zufang.leju.com/house/a13353/
China,张家口,zhangjiakou,万全,None,None,//zjk.zufang.leju.com/house/a13355/
China,张家口,zhangjiakou,怀安,None,None,//zjk.zufang.leju.com/house/a13357/
China,张家口,zhangjiakou,赤城,None,None,//zjk.zufang.leju.com/house/a13359/
China,张家口,zhangjiakou,金港,None,None,//zjk.zufang.leju.com/house/a13361/
China,张家口,zhangjiakou,凤凰,None,None,//zjk.zufang.leju.com/house/a13363/
China,张家口,zhangjiakou,其他乡镇,None,None,//zjk.zufang.leju.com/house/a13365/
China,邢台,xingtai,桥东区,None,None,//xingtai.zufang.leju.com/house/a13868/
China,邢台,xingtai,桥西区,None,None,//xingtai.zufang.leju.com/house/a13870/
China,邢台,xingtai,邢台县,None,None,//xingtai.zufang.leju.com/house/a13872/
China,邢台,xingtai,临城县,None,None,//xingtai.zufang.leju.com/house/a13874/
China,邢台,xingtai,内丘县,None,None,//xingtai.zufang.leju.com/house/a13876/
China,邢台,xingtai,柏乡县,None,None,//xingtai.zufang.leju.com/house/a13878/
China,邢台,xingtai,隆尧县,None,None,//xingtai.zufang.leju.com/house/a13880/
China,邢台,xingtai,任县,None,None,//xingtai.zufang.leju.com/house/a13882/
China,邢台,xingtai,南和县,None,None,//xingtai.zufang.leju.com/house/a13884/
China,邢台,xingtai,宁晋县,None,None,//xingtai.zufang.leju.com/house/a13886/
China,邢台,xingtai,巨鹿县,None,None,//xingtai.zufang.leju.com/house/a13888/
China,邢台,xingtai,新河县,None,None,//xingtai.zufang.leju.com/house/a13890/
China,邢台,xingtai,广宗县,None,None,//xingtai.zufang.leju.com/house/a13892/
China,邢台,xingtai,平乡县,None,None,//xingtai.zufang.leju.com/house/a13894/
China,邢台,xingtai,威县,None,None,//xingtai.zufang.leju.com/house/a13896/
China,邢台,xingtai,清河县,None,None,//xingtai.zufang.leju.com/house/a13898/
China,邢台,xingtai,临西县,None,None,//xingtai.zufang.leju.com/house/a13900/
China,邢台,xingtai,南宫市,None,None,//xingtai.zufang.leju.com/house/a13902/
China,邢台,xingtai,沙河市,None,None,//xingtai.zufang.leju.com/house/a13904/
China,邢台,xingtai,开发区,None,None,//xingtai.zufang.leju.com/house/a13906/
China,廊坊,langfang,燕郊,None,None,//langfang.zufang.leju.com/house/a18925/
China,廊坊,langfang,安次,None,None,//langfang.zufang.leju.com/house/a18927/
China,廊坊,langfang,广阳,None,None,//langfang.zufang.leju.com/house/a18929/
China,廊坊,langfang,三河,None,None,//langfang.zufang.leju.com/house/a18931/
China,廊坊,langfang,霸州,None,None,//langfang.zufang.leju.com/house/a18933/
China,廊坊,langfang,香河,None,None,//langfang.zufang.leju.com/house/a18935/
China,廊坊,langfang,永清,None,None,//langfang.zufang.leju.com/house/a18937/
China,廊坊,langfang,固安,None,None,//langfang.zufang.leju.com/house/a18939/
China,廊坊,langfang,文安,None,None,//langfang.zufang.leju.com/house/a18941/
China,廊坊,langfang,大城,None,None,//langfang.zufang.leju.com/house/a18943/
China,廊坊,langfang,大厂,None,None,//langfang.zufang.leju.com/house/a18945/
China,廊坊,langfang,开发区,None,None,//langfang.zufang.leju.com/house/a25489/
China,衡水,hengshui,桃城区,None,None,//hengshui.zufang.leju.com/house/a17012/
China,衡水,hengshui,深州市,None,None,//hengshui.zufang.leju.com/house/a17014/
China,衡水,hengshui,冀州市,None,None,//hengshui.zufang.leju.com/house/a17016/
China,衡水,hengshui,安平县,None,None,//hengshui.zufang.leju.com/house/a17018/
China,衡水,hengshui,故城县,None,None,//hengshui.zufang.leju.com/house/a17020/
China,衡水,hengshui,阜城县,None,None,//hengshui.zufang.leju.com/house/a17022/
China,衡水,hengshui,景县,None,None,//hengshui.zufang.leju.com/house/a17024/
China,衡水,hengshui,枣强县,None,None,//hengshui.zufang.leju.com/house/a17026/
China,衡水,hengshui,武强县,None,None,//hengshui.zufang.leju.com/house/a17028/
China,衡水,hengshui,饶阳县,None,None,//hengshui.zufang.leju.com/house/a17030/
China,衡水,hengshui,开发区,None,None,//hengshui.zufang.leju.com/house/a17032/
China,衡水,hengshui,武邑县,None,None,//hengshui.zufang.leju.com/house/a17034/
China,衡水,hengshui,郊区,None,None,//hengshui.zufang.leju.com/house/a17036/
China,邯郸,handan,高开区,None,None,//handan.zufang.leju.com/house/a17116/
China,邯郸,handan,丛台区,None,None,//handan.zufang.leju.com/house/a17118/
China,邯郸,handan,邯山区,None,None,//handan.zufang.leju.com/house/a17120/
China,邯郸,handan,复兴区,None,None,//handan.zufang.leju.com/house/a17122/
China,邯郸,handan,邯郸县,None,None,//handan.zufang.leju.com/house/a17124/
China,邯郸,handan,武安市,None,None,//handan.zufang.leju.com/house/a17126/
China,邯郸,handan,峰峰矿区,None,None,//handan.zufang.leju.com/house/a17128/
China,邯郸,handan,永年县,None,None,//handan.zufang.leju.com/house/a17130/
China,邯郸,handan,成安县,None,None,//handan.zufang.leju.com/house/a17132/
China,邯郸,handan,磁县,None,None,//handan.zufang.leju.com/house/a17134/
China,邯郸,handan,临漳县,None,None,//handan.zufang.leju.com/house/a17136/
China,邯郸,handan,大名县,None,None,//handan.zufang.leju.com/house/a17138/
China,邯郸,handan,魏县,None,None,//handan.zufang.leju.com/house/a17140/
China,邯郸,handan,邱县,None,None,//handan.zufang.leju.com/house/a17142/
China,邯郸,handan,涉县,None,None,//handan.zufang.leju.com/house/a17144/
China,邯郸,handan,肥乡县,None,None,//handan.zufang.leju.com/house/a17146/
China,邯郸,handan,曲周县,None,None,//handan.zufang.leju.com/house/a17148/
China,邯郸,handan,鸡泽县,None,None,//handan.zufang.leju.com/house/a17150/
China,邯郸,handan,广平县,None,None,//handan.zufang.leju.com/house/a17152/
China,邯郸,handan,馆陶县,None,None,//handan.zufang.leju.com/house/a17154/
China,承德,chengde,双桥区,None,None,//chengde.zufang.leju.com/house/a17642/
China,承德,chengde,双滦区,None,None,//chengde.zufang.leju.com/house/a17657/
China,承德,chengde,开发区,None,None,//chengde.zufang.leju.com/house/a17664/
China,承德,chengde,围场县,None,None,//chengde.zufang.leju.com/house/a17667/
China,承德,chengde,丰宁县,None,None,//chengde.zufang.leju.com/house/a17675/
China,承德,chengde,兴隆县,None,None,//chengde.zufang.leju.com/house/a17682/
China,承德,chengde,平泉县,None,None,//chengde.zufang.leju.com/house/a17687/
China,承德,chengde,承德县,None,None,//chengde.zufang.leju.com/house/a17693/
China,承德,chengde,营子区,None,None,//chengde.zufang.leju.com/house/a17697/
China,承德,chengde,隆化县,None,None,//chengde.zufang.leju.com/house/a17699/
China,承德,chengde,宽城县,None,None,//chengde.zufang.leju.com/house/a17704/
China,承德,chengde,滦平县,None,None,//chengde.zufang.leju.com/house/a17711/
China,沧州,cangzhou,运河区,None,None,//cangzhou.zufang.leju.com/house/a17788/
China,沧州,cangzhou,新华区,None,None,//cangzhou.zufang.leju.com/house/a17790/
China,沧州,cangzhou,开发区,None,None,//cangzhou.zufang.leju.com/house/a17792/
China,沧州,cangzhou,任丘市,None,None,//cangzhou.zufang.leju.com/house/a17794/
China,沧州,cangzhou,黄骅市,None,None,//cangzhou.zufang.leju.com/house/a17796/
China,沧州,cangzhou,河间市,None,None,//cangzhou.zufang.leju.com/house/a17798/
China,沧州,cangzhou,泊头市,None,None,//cangzhou.zufang.leju.com/house/a17800/
China,沧州,cangzhou,沧县,None,None,//cangzhou.zufang.leju.com/house/a17802/
China,沧州,cangzhou,青县,None,None,//cangzhou.zufang.leju.com/house/a17804/
China,沧州,cangzhou,肃宁县,None,None,//cangzhou.zufang.leju.com/house/a17806/
China,沧州,cangzhou,吴桥县,None,None,//cangzhou.zufang.leju.com/house/a17808/
China,沧州,cangzhou,东光县,None,None,//cangzhou.zufang.leju.com/house/a17810/
China,沧州,cangzhou,海兴县,None,None,//cangzhou.zufang.leju.com/house/a17812/
China,沧州,cangzhou,盐山县,None,None,//cangzhou.zufang.leju.com/house/a17814/
China,沧州,cangzhou,献县,None,None,//cangzhou.zufang.leju.com/house/a17816/
China,沧州,cangzhou,南皮县,None,None,//cangzhou.zufang.leju.com/house/a17818/
China,沧州,cangzhou,渤海新区,None,None,//cangzhou.zufang.leju.com/house/a17820/
China,沧州,cangzhou,孟村回族自治县,None,None,//cangzhou.zufang.leju.com/house/a17822/
China,保定,baoding,白沟,None,None,//baoding.zufang.leju.com/house/a19002/
China,保定,baoding,高新区,None,None,//baoding.zufang.leju.com/house/a19050/
China,保定,baoding,新市区,None,None,//baoding.zufang.leju.com/house/a19033/
China,保定,baoding,北市区,None,None,//baoding.zufang.leju.com/house/a19016/
China,保定,baoding,南市区,None,None,//baoding.zufang.leju.com/house/a19005/
China,保定,baoding,容城县,None,None,//baoding.zufang.leju.com/house/a19426/
China,保定,baoding,安新县,None,None,//baoding.zufang.leju.com/house/a19428/
China,保定,baoding,高阳县,None,None,//baoding.zufang.leju.com/house/a19430/
China,保定,baoding,满城区,None,None,//baoding.zufang.leju.com/house/a19060/
China,保定,baoding,清苑区,None,None,//baoding.zufang.leju.com/house/a19062/
China,保定,baoding,涞水县,None,None,//baoding.zufang.leju.com/house/a19408/
China,保定,baoding,望都县,None,None,//baoding.zufang.leju.com/house/a19432/
China,保定,baoding,顺平县,None,None,//baoding.zufang.leju.com/house/a19436/
China,保定,baoding,定兴县,None,None,//baoding.zufang.leju.com/house/a19405/
China,保定,baoding,徐水县,None,None,//baoding.zufang.leju.com/house/a19440/
China,保定,baoding,高碑店市,None,None,//baoding.zufang.leju.com/house/a19064/
China,保定,baoding,安国市,None,None,//baoding.zufang.leju.com/house/a19058/
China,保定,baoding,涿州市,None,None,//baoding.zufang.leju.com/house/a19056/
China,保定,baoding,定州市,None,None,//baoding.zufang.leju.com/house/a19053/
China,保定,baoding,保定周边,None,None,//baoding.zufang.leju.com/house/a19442/
China,郑州,zhengzhou,金水区,None,None,//hn.zufang.leju.com/house/a1912/
China,郑州,zhengzhou,中原区,None,None,//hn.zufang.leju.com/house/a1958/
China,郑州,zhengzhou,管城区,None,None,//hn.zufang.leju.com/house/a1886/
China,郑州,zhengzhou,二七区,None,None,//hn.zufang.leju.com/house/a1869/
China,郑州,zhengzhou,惠济区,None,None,//hn.zufang.leju.com/house/a1901/
China,郑州,zhengzhou,郑东新区,None,None,//hn.zufang.leju.com/house/a1948/
China,郑州,zhengzhou,高新区,None,None,//hn.zufang.leju.com/house/a1882/
China,郑州,zhengzhou,经开区,None,None,//hn.zufang.leju.com/house/a1907/
China,郑州,zhengzhou,中牟县,None,None,//hn.zufang.leju.com/house/a1977/
China,郑州,zhengzhou,平原新区,None,None,//hn.zufang.leju.com/house/a5624/
China,郑州,zhengzhou,龙湖镇,None,None,//hn.zufang.leju.com/house/a11957/
China,郑州,zhengzhou,郑州周边,None,None,//hn.zufang.leju.com/house/a1982/
China,驻马店,zhumadian,驿城区,None,None,//zmd.zufang.leju.com/house/a13055/
China,驻马店,zhumadian,西平县,None,None,//zmd.zufang.leju.com/house/a13061/
China,驻马店,zhumadian,汝南县,None,None,//zmd.zufang.leju.com/house/a13063/
China,驻马店,zhumadian,遂平县,None,None,//zmd.zufang.leju.com/house/a13065/
China,驻马店,zhumadian,正阳县,None,None,//zmd.zufang.leju.com/house/a13067/
China,驻马店,zhumadian,上蔡县,None,None,//zmd.zufang.leju.com/house/a13069/
China,驻马店,zhumadian,泌阳县,None,None,//zmd.zufang.leju.com/house/a13071/
China,驻马店,zhumadian,新蔡县,None,None,//zmd.zufang.leju.com/house/a13073/
China,驻马店,zhumadian,确山县,None,None,//zmd.zufang.leju.com/house/a13075/
China,驻马店,zhumadian,平舆县,None,None,//zmd.zufang.leju.com/house/a13077/
China,周口,zhoukou,川汇区,None,None,//zhoukou.zufang.leju.com/house/a13129/
China,周口,zhoukou,项城,None,None,//zhoukou.zufang.leju.com/house/a13133/
China,周口,zhoukou,商水县,None,None,//zhoukou.zufang.leju.com/house/a13136/
China,周口,zhoukou,淮阳县,None,None,//zhoukou.zufang.leju.com/house/a13139/
China,周口,zhoukou,太康县,None,None,//zhoukou.zufang.leju.com/house/a13142/
China,周口,zhoukou,鹿邑县,None,None,//zhoukou.zufang.leju.com/house/a13144/
China,周口,zhoukou,西华县,None,None,//zhoukou.zufang.leju.com/house/a13147/
China,周口,zhoukou,扶沟县,None,None,//zhoukou.zufang.leju.com/house/a13150/
China,周口,zhoukou,沈丘县,None,None,//zhoukou.zufang.leju.com/house/a13152/
China,周口,zhoukou,郸城县,None,None,//zhoukou.zufang.leju.com/house/a13155/
